iter	RMSE
135	0.3682513443
136	0.3647847505
137	0.360558551
138	0.3569776621
139	0.353884659
140	0.351627568
141	0.3471314869
142	0.342717997
143	0.3392841237
144	0.3356715042
145	0.33148829
146	0.3284518533
147	0.3236260727
148	0.3202957846
149	0.3175014964
150	0.313843294
151	0.3105287925
152	0.3086850063
153	0.3060467375
154	0.3036403606
155	0.3002374572
156	0.2973538077
157	0.2941425015
158	0.2910945443
159	0.2877452474
160	0.2844984919
161	0.2819426965
162	0.2797709428
163	0.2769247751
164	0.2750045032
165	0.2709189114
166	0.2680804461
167	0.2642719174
168	0.2609501939
169	0.2578659759
170	0.2551309168
171	0.2523588876
172	0.249494111
173	0.246771218
174	0.2434112038
175	0.241969342
176	0.2395606794
177	0.2383130893
178	0.236994508
179	0.2335226434
180	0.231508703
181	0.2288616619
182	0.2263063983
183	0.2233670545
184	0.2206822551
185	0.2185589731
186	0.2167642545
187	0.2136990645
188	0.2117613894
189	0.2103788897
190	0.2087703855
191	0.2075121574
192	0.2053013247
193	0.2028643721
194	0.201319651
195	0.1991508419
196	0.1975021684
197	0.195680468
198	0.1936667718
199	0.1917305842
200	0.1892725485
201	0.1868867682
202	0.1852345719
203	0.1834062236
204	0.1814069886
205	0.1794953652
206	0.17850273
207	0.1764820344
208	0.1748240707
209	0.1729273306
210	0.1716285628
211	0.1700710155
212	0.1685926326
213	0.1667359838
214	0.1649975438
215	0.1633451429
216	0.1620040612
217	0.1602227072
218	0.1582636813
219	0.1567584993
220	0.1549242269
221	0.1534277784
222	0.1516371885
223	0.1501084186
224	0.1486754172
225	0.1471801045
226	0.1456296271
227	0.1441782858
228	0.1429287849
229	0.1414597628
230	0.1401122268
231	0.1387255046
232	0.1372030496
233	0.1357991709
234	0.1344456432
235	0.1330958788
236	0.1318590914
237	0.1304480843
238	0.1291076013
239	0.1279533464
240	0.1267073537
241	0.1253958274
242	0.1242051561
243	0.1228798879
244	0.1215918765
245	0.1203922068
246	0.1190945616
247	0.1180807384
248	0.1168900762
249	0.1157302131
250	0.1147216483
251	0.1136093469
252	0.1125148684
253	0.1114853309
254	0.1104278352
255	0.1093404312
256	0.1084676159
257	0.1074389831
258	0.1063844333
259	0.1055350855
260	0.1045095853
261	0.1034796257
262	0.1025655396
263	0.1017586448
264	0.100782612
265	0.09982594165
266	0.09888704997
267	0.09790848577
268	0.0969353936
269	0.09609905651
270	0.09527715895
271	0.09433566367
272	0.09345483824
273	0.09266713754
274	0.09171098787
275	0.09084834592
276	0.08999774833
277	0.08915088955
278	0.0882830311
279	0.08749842643
280	0.0866744696
281	0.08598421099
282	0.08524944468
283	0.0845891722
284	0.08383484934
285	0.0831483172
286	0.08244747052
287	0.08188663463
288	0.0810523711
289	0.0804008805
290	0.07969814312
291	0.07906928145
292	0.07835386788
293	0.07766006416
294	0.07699455355
295	0.07640936209
296	0.07580297469
297	0.07513147752
298	0.07465207861
299	0.07410208946
300	0.07350797683
301	0.07290364162
302	0.07245631522
303	0.07187653636
304	0.07130916322
305	0.07071989729
306	0.07029094417
307	0.06970325093
308	0.06915493712
309	0.06864932995
310	0.06827202863
311	0.06763192883
312	0.06715919873
313	0.06657855069
314	0.06609299634
315	0.06553165387
316	0.06512055889
317	0.0647196014
318	0.06419964237
319	0.06370197964
320	0.06332472641
321	0.06277960732
322	0.06230317823
323	0.06194556428
324	0.06154263401
325	0.06110847601
326	0.06062155863
327	0.06014451178
328	0.05972690868
329	0.05930411919
330	0.05880746092
331	0.05845100341
332	0.05789477268
333	0.05744618669
334	0.05707127662
335	0.05663204242
336	0.05622015533
337	0.05580523552
338	0.05545032541
339	0.05497139288
340	0.05473446315
341	0.05434912262
342	0.05395452199
343	0.05365200132
344	0.05335754898
345	0.05300930727
346	0.05277607259
347	0.052380383
348	0.05199262651
349	0.05164171642
350	0.05149826655
351	0.05126231966
352	0.05105377441
353	0.05068318079
354	0.05047975962
355	0.05011907241
356	0.04975655746
357	0.04961080239
358	0.04927843448
359	0.04906622233
360	0.0486801731
361	0.04834580716
362	0.04814662446
363	0.04775574746
364	0.04734454906
365	0.0471717077
366	0.04696775788
367	0.04657540779
368	0.0464104283
369	0.04620014273
370	0.04600778715
371	0.04560881745
372	0.04534185421
373	0.04515517806
374	0.04503030361
375	0.0447876425
376	0.04460403695
377	0.04432568518
378	0.04397426734
379	0.04380069397
380	0.0434786164
381	0.04330228512
382	0.0431286691
383	0.04301212207
384	0.04285378455
385	0.04270875816
386	0.04259288458
387	0.04230933684
388	0.04197144049
389	0.04165988908
390	0.04149134885
391	0.04120278634
392	0.04102447127
393	0.04070020502
394	0.04057240695
395	0.04041090395
396	0.04032740314
397	0.0402443209
398	0.04006321746
399	0.03998197129
400	0.03989437348
401	0.03960461689
402	0.03934160083
403	0.03925422762
404	0.03917334603
405	0.03904776184
406	0.03881043189
407	0.03856706168
408	0.0384932583
409	0.03841541813
410	0.03814541678
411	0.03788286058
412	0.03765882667
413	0.03758670133
414	0.03737253006
415	0.03730282928
416	0.03723250217
417	0.03714672276
418	0.03701615293
419	0.0368417132
420	0.03677333838
421	0.03670405376
422	0.03663787478
423	0.03640750399
424	0.03634066191
425	0.03605159524
426	0.0359860417
427	0.03571998098
428	0.03551125674
429	0.03534498081
430	0.03517645981
431	0.03502273675
432	0.03496095247
433	0.03490100858
434	0.0348461962
435	0.03478894419
436	0.03473135566
437	0.03467565426
438	0.03449570763
439	0.03444305556
440	0.03436509882
441	0.03429269717
442	0.03423309869
443	0.03412539698
444	0.03407723571
445	0.03403077978
446	0.03397683094
447	0.0338525047
448	0.03380708626
449	0.03356936915
450	0.03339998678
451	0.03332269641
452	0.03325483073
453	0.03319943088
454	0.03300842412
455	0.03294661485
456	0.03290130404
457	0.03284377151
458	0.03261378577
459	0.03238817395
460	0.03230040866
461	0.03207304976
462	0.03186735886
463	0.03181925988
464	0.03157595646
465	0.03145997094
466	0.0314111896
467	0.03123539415
468	0.0311024864
469	0.03104246271
470	0.03100330151
471	0.03082792911
472	0.03062670227
473	0.03042296903
474	0.03022142898
475	0.03013044123
476	0.02994947154
477	0.02977420645
478	0.02972078189
479	0.02954308791
480	0.02950009035
481	0.02945887831
482	0.02942225123
483	0.02932338167
484	0.02919805125
485	0.0291512855
486	0.02893557179
487	0.02873507988
488	0.02865016319
489	0.02848156204
490	0.0284039562
491	0.02821780572
492	0.02806591102
493	0.0280276921
494	0.02798765255
495	0.02777636438
496	0.02775054064
497	0.02761397598
498	0.02749141918
499	0.02735717543
500	0.02721642059
501	0.0271524527
502	0.0270194683
503	0.02683631742
504	0.02665390553
505	0.02661762258
506	0.02641883842
507	0.02636795054
508	0.02620313288
509	0.02597725323
510	0.02582189117
511	0.02561612704
512	0.02541949079
513	0.0252666698
514	0.02523264015
515	0.02509214315
516	0.02492526446
517	0.02475552834
518	0.02462684807
519	0.02445902602
520	0.02442773479
521	0.02434662705
522	0.02421531296
523	0.02408553679
524	0.02389393717
525	0.02374224115
526	0.02360296169
527	0.02350608259
528	0.02342007658
529	0.02335975118
530	0.0233338579
531	0.02330366069
532	0.02327424773
533	0.02308938992
534	0.02302083021
535	0.02289872152
536	0.02283005759
537	0.02280068451
538	0.02270396314
539	0.02264777318
540	0.0226202072
541	0.02259416641
542	0.02246880447
543	0.02241175491
544	0.02235305239
545	0.02232631749
546	0.02227820301
547	0.02215295179
548	0.02204225253
549	0.02191402957
550	0.02179065043
551	0.02176940908
552	0.02166476288
553	0.02160231926
554	0.02156080056
555	0.021441374
556	0.02128109167
557	0.02123440992
558	0.02111820637
559	0.02102067482
560	0.02099983631
561	0.02090100464
562	0.02081678201
563	0.02072629501
564	0.02065102373
565	0.0205407353
566	0.02045008267
567	0.02031989361
568	0.02016690043
569	0.02006994669
570	0.0199213059
571	0.01983788675
572	0.01969912452
573	0.01958581705
574	0.01942962558
575	0.01932219739
576	0.01921345796
577	0.0190620537
578	0.01898500849
579	0.01887607479
580	0.01880318169
581	0.01872431285
582	0.01860998809
583	0.01850310154
584	0.01836646289
585	0.01827199733
586	0.01816828613
587	0.01806254481
588	0.01794162178
589	0.01786121401
590	0.01778928983
591	0.01766766899
592	0.01760998149
593	0.01751671656
594	0.01739561907
595	0.01726582886
596	0.01714531878
597	0.01707779088
598	0.01701276375
599	0.01693365615
600	0.01683617841
601	0.01671608005
602	0.01668884745
603	0.01663982078
604	0.01655624336
605	0.01647487265
606	0.01637969362
607	0.01627625462
608	0.01618691962
609	0.01614417325
610	0.01603851336
611	0.01592116805
612	0.01585520729
613	0.01575428276
614	0.01564309364
615	0.01557548891
616	0.01546809945
617	0.01540023028
618	0.01532931034
619	0.01525630373
620	0.01519342807
621	0.01507397765
622	0.01502335637
623	0.01495605584
624	0.01485610624
625	0.01480606077
626	0.01474647577
627	0.0146973233
628	0.01466373326
629	0.0146027549
630	0.01450941935
631	0.01442906548
632	0.01435010284
633	0.01427687649
634	0.01418471598
635	0.01410767525
636	0.01404433603
637	0.01394974793
638	0.01388484454
639	0.01380082218
640	0.01374508971
641	0.01367709192
642	0.01358791818
643	0.01352941544
644	0.01344826679
645	0.01335835455
646	0.01327228203
647	0.01319623838
648	0.01312114035
649	0.01306178925
650	0.01299557673
651	0.01291699035
652	0.01286015484
653	0.01278329865
654	0.01270314214
655	0.01262730837
656	0.01255220605
657	0.0124837825
658	0.0124117641
659	0.01233106992
660	0.01227865119
661	0.01221941386
662	0.01215172271
663	0.01210779237
664	0.0120440002
665	0.011985687
666	0.01190561015
667	0.01185444733
668	0.01180236432
669	0.01173657648
670	0.01169340243
671	0.01162382021
672	0.01155268393
673	0.01148097704
674	0.0114207677
675	0.01137246308
676	0.01131344763
677	0.01126113032
678	0.01121223858
679	0.01113713171
680	0.01107308217
681	0.01101158178
682	0.01095874318
683	0.01088746883
684	0.01083328782
685	0.01077170929
686	0.01073634966
687	0.01068222367
688	0.01063801313
689	0.01059696183
690	0.01054528785
691	0.01049383476
692	0.01044539345
693	0.01041012543
694	0.01037826741
695	0.01034729488
696	0.01029618803
697	0.01024482086
698	0.01020774519
699	0.01017106552
700	0.01011939598
701	0.01008554205
702	0.01002686164
703	0.009963651299
704	0.009922317338
705	0.009883242303
706	0.009842381415
707	0.009820895899
708	0.009765269443
709	0.009713003047
710	0.009665311723
711	0.009611629232
712	0.009570280494
713	0.009520872581
714	0.009480852145
715	0.009432121957
716	0.009371769814
717	0.009325800417
718	0.009294241313
719	0.009254000511
720	0.009223106117
721	0.009176055847
722	0.009150192967
723	0.00910066396
724	0.009063671493
725	0.00901691808
726	0.00897577525
727	0.008935595681
728	0.008892963014
729	0.008863918077
730	0.008807737444
731	0.008760831909
732	0.008716779125
733	0.008666457049
734	0.00862163355
735	0.008576533586
736	0.00854924025
737	0.008499309695
738	0.008451963689
739	0.008402084029
740	0.008365616632
741	0.00833993094
742	0.008307685211
743	0.008261911393
744	0.008220909459
745	0.008180041103
746	0.00815589339
747	0.008131171323
748	0.008103376595
749	0.008067822761
750	0.008044335772
751	0.008006939227
752	0.00795767161
753	0.007918143708
754	0.007886009367
755	0.007862268447
756	0.007829369839
757	0.007798575987
758	0.007759921158
759	0.007715905394
760	0.007670812216
761	0.007630123183
762	0.007599812312
763	0.007556905276
764	0.007533217705
765	0.007495677792
766	0.007453082607
767	0.007416215982
768	0.007401096082
769	0.00736656499
770	0.00732229425
771	0.007285126454
772	0.007257702054
773	0.007226719588
774	0.00719571605
775	0.007172821849
776	0.007135449826
777	0.007101074557
778	0.007075945221
779	0.007044907173
780	0.00701320653
781	0.006979665937
782	0.00696094895
783	0.006924558647
784	0.006879572368
785	0.006840067116
786	0.006799630141
787	0.006774476324
788	0.006738439437
789	0.006716300344
790	0.006685100189
791	0.006661894225
792	0.006632955963
793	0.006596306395
794	0.006555962279
795	0.006519722561
796	0.006503129619
797	0.00647369979
798	0.006452070842
799	0.006422563957
800	0.006385450996
801	0.006363436349
802	0.006340127306
803	0.006316018661
804	0.006288398815
805	0.006258726166
806	0.006241120794
807	0.006217575617
808	0.00619507209
809	0.006154362038
810	0.00613515465
811	0.006114402321
812	0.006089113242
813	0.006058923103
814	0.006029599819
815	0.005991711342
816	0.005955517881
817	0.005920417618
818	0.005896282948
819	0.005862492537
820	0.005835401012
821	0.005809321128
822	0.005793751649
823	0.005777988683
824	0.005758817989
825	0.005738199646
826	0.005710265321
827	0.005688074024
828	0.005665850872
829	0.005633686929
830	0.005615043472
831	0.005589130408
832	0.005566099693
833	0.005539800234
834	0.005513479099
835	0.005491686204
836	0.005466771702
837	0.00544937798
838	0.00542119349
839	0.005396007126
840	0.005373671925
841	0.005358448751
842	0.005339735161
843	0.005312275659
844	0.005296795055
845	0.005274115462
846	0.005252989711
847	0.005225484799
848	0.005206750435
849	0.005182686135
850	0.005160358263
851	0.005138637661
852	0.005112274492
853	0.005094911267
854	0.00506651341
855	0.005037337023
856	0.005022083216
857	0.004998989226
858	0.004970628685
859	0.0049470925
860	0.004926461354
861	0.004904505919
862	0.004889177705
863	0.004866503783
864	0.004843882736
865	0.004821656349
866	0.004800874856
867	0.004776712551
868	0.004759287491
869	0.004734531675
870	0.004712127207
871	0.004683246746
872	0.004665797252
873	0.004643792461
874	0.004622769966
875	0.004602061444
876	0.00458529683
877	0.004566509784
878	0.004553612147
879	0.004542339227
880	0.004523673098
881	0.004501233527
882	0.004480472863
883	0.004460270635
884	0.004449523327
885	0.004431066693
886	0.004405548533
887	0.004385118802
888	0.004380770103
889	0.004359939368
890	0.004343922301
891	0.004327817553
892	0.00430565382
893	0.004285699019
894	0.004269200629
895	0.004245591479
896	0.004229418573
897	0.004208508229
898	0.004185691169
899	0.004168557782
900	0.004144877327
901	0.00412770646
902	0.004110092852
903	0.004093488788
904	0.004069987388
905	0.004054247896
906	0.004037913163
907	0.00401437787
908	0.003995526862
909	0.00397811029
910	0.00395951036
911	0.003940116987
912	0.003927643984
913	0.003911696968
914	0.003902085115
915	0.003889728785
916	0.003877168449
917	0.003856273723
918	0.003843059748
919	0.003826718749
920	0.003815394321
921	0.003796675195
922	0.00378360747
923	0.003765194133
924	0.003753397038
925	0.003734580124
926	0.003718587419
927	0.003702598069
928	0.003686605763
929	0.003672016987
930	0.003652342809
931	0.003640675701
932	0.003626611303
933	0.003616121962
934	0.003602425961
935	0.003593191751
936	0.003579309908
937	0.003566175103
938	0.003559222597
939	0.003549064959
940	0.00353641885
941	0.00352418247
942	0.003511159042
943	0.003493785263
944	0.003483005174
945	0.003466568897
946	0.00345648571
947	0.003445284441
948	0.003434198758
949	0.003417701593
950	0.003406614285
951	0.003391632927
952	0.003385156597
953	0.003376560188
954	0.003363614534
955	0.003351368219
956	0.003343398736
957	0.003333396691
958	0.003319255419
959	0.003308230466
960	0.003294616709
961	0.003288033861
962	0.003274699073
963	0.003260733933
964	0.003250444845
965	0.003237117442
966	0.003228557204
967	0.003210498103
968	0.003196460593
969	0.003184385179
970	0.003174770628
971	0.003162040228
972	0.003141790457
973	0.003130310194
974	0.003114475936
975	0.003104616894
976	0.003096254422
977	0.003082531246
978	0.003071108626
979	0.003059250333
980	0.003046212023
981	0.003031089001
982	0.003018802897
983	0.003010736533
984	0.002999614251
985	0.002985090596
986	0.002973438314
987	0.002960089473
988	0.002950419334
989	0.002938750126
990	0.002927662478
991	0.002916773923
992	0.002903007516
993	0.002893472939
994	0.00288405903
995	0.002869361302
996	0.002853271725
997	0.00284364511
998	0.002838131823
999	0.002827213415
